Year,Month,Day,Return
1983,4,20,1.2602
1983,4,21,-0.4107
1983,4,22,0.2312
1983,4,25,-1.0036
1983,4,26,1.8891
1983,4,27,-0.2287
1983,4,28,0.9353
1983,4,29,0.9021
1983,5,2,-1.4049
1983,5,3,0.1419
1983,5,4,0.5975
1983,5,5,0.594
1983,5,6,1.1079
1983,5,9,-0.1746
1983,5,10,0.0844
1983,5,11,-0.5966
1983,5,12,-0.4304
1983,5,13,0.3957
1983,5,16,-0.9096
1983,5,17,0.1897
1983,5,18,-0.2688
1983,5,19,-0.784
1983,5,20,0.0926
1983,5,23,0.7956
1983,5,24,1.2911
1983,5,25,0.4047
1983,5,26,-0.4392
1983,5,27,-0.6164
1983,5,31,-1.2587
1983,6,1,0.0985
1983,6,2,0.8797
1983,6,3,0.2683
1983,6,6,0.2494
1983,6,7,-1.2498
1983,6,8,-0.8663
1983,6,9,0.2913
1983,6,10,0.5252
1983,6,13,1.3278
1983,6,14,0.4186
1983,6,15,0.9606
1983,6,16,1.2087
1983,6,17,-0.0059
1983,6,20,-0.065
1983,6,21,0.8934
1983,6,22,0.2697
1983,6,23,-0.2456
1983,6,24,-0.0997
1983,6,27,-1.1385
1983,6,28,-1.6502
1983,6,29,0.5794
1983,6,30,0.8821
1983,7,1,0.4759
1983,7,5,-1.3676
1983,7,6,1.1285
1983,7,7,-0.5461
1983,7,8,-0.2865
1983,7,11,0.6165
1983,7,12,-1.5347
1983,7,13,-0.0423
1983,7,14,0.3324
1983,7,15,-1.0361
1983,7,18,-0.207
1983,7,19,0.5367
1983,7,20,2.7058
1983,7,21,-0.1359
1983,7,22,-0.1006
1983,7,25,0.3789
1983,7,26,0.4837
1983,7,27,-1.6202
1983,7,28,-1.5216
1983,7,29,-1.5027
1983,8,1,-0.3199
1983,8,2,-0.0185
1983,8,3,0.8827
1983,8,4,-1.291
1983,8,5,0.2541
1983,8,8,-1.5828
1983,8,9,0.5968
1983,8,10,0.8805
1983,8,11,0.0062
1983,8,12,0.3776
1983,8,15,0.9558
1983,8,16,-0.1833
1983,8,17,1.1505
1983,8,18,-1.0527
1983,8,19,0.2629
1983,8,22,0.2195
1983,8,23,-0.9553
1983,8,24,-0.9338
1983,8,25,-0.2543
1983,8,26,0.8083
1983,8,29,0.0678
1983,8,30,0.2034
1983,8,31,1.1194
1983,9,1,-0.1034
1983,9,2,0.4689
1983,9,6,1.7515
1983,9,7,0.0417
1983,9,8,-0.1131
1983,9,9,-0.5066
1983,9,12,-0.8627
1983,9,13,-0.4109
1983,9,14,0.3398
1983,9,15,-0.5926
1983,9,16,1.1315
1983,9,19,0.8301
1983,9,20,0.9724
1983,9,21,-0.4963
1983,9,22,0.8016
1983,9,23,-0.1473
1983,9,26,0.3304
1983,9,27,-0.9643
1983,9,28,-0.2494
1983,9,29,-0.4643
1983,9,30,-0.6937
1983,10,3,-0.1626
1983,10,4,0.2835
1983,10,5,0.8841
1983,10,6,1.5142
1983,10,7,0.3054
1983,10,10,1.0831
1983,10,11,-1.338
1983,10,12,-0.4168
1983,10,13,0.1474
1983,10,14,-0.0118
1983,10,17,0.3356
1983,10,18,-1.5373
1983,10,19,-0.6436
1983,10,20,0.1499
1983,10,21,-0.6168
1983,10,24,0.0241
1983,10,25,0.2892
1983,10,26,-0.6548
1983,10,27,-0.3265
1983,10,28,-0.8918
1983,10,31,0.1102
1983,11,1,0.055
1983,11,2,0.7333
1983,11,3,-0.8432
1983,11,4,-0.6179
1983,11,7,-0.3263
1983,11,8,-0.0926
1983,11,9,1.3662
1983,11,10,0.2683
1983,11,11,1.1435
1983,11,14,0.1744
1983,11,15,-0.7324
1983,11,16,0.4354
1983,11,17,0.0301
1983,11,18,-0.626
1983,11,21,0.5815
1983,11,22,0.4758
1983,11,23,0.0719
1983,11,25,0.1318
1983,11,28,-0.3828
1983,11,29,0.8226
1983,11,30,-0.8993
1983,12,1,0.0541
1983,12,2,-0.6307
1983,12,5,0.1995
1983,12,6,-0.181
1983,12,7,0.2659
1983,12,8,-0.4279
1983,12,9,-0.0666
1983,12,12,0.321
1983,12,13,-0.4166
1983,12,14,-0.9701
1983,12,15,-1.0163
1983,12,16,0.4454
1983,12,19,-0.0431
1983,12,20,-0.1971
1983,12,21,0.963
1983,12,22,-0.1773
1983,12,23,-0.0306
1983,12,27,0.9435
1983,12,28,0.352
1983,12,29,-0.2903
1983,12,30,0.0425
1984,1,3,-0.5396
1984,1,4,1.6703
1984,1,5,1.2172
1984,1,6,0.2784
1984,1,9,-0.2245
1984,1,10,-0.5625
1984,1,11,-0.0953
1984,1,12,-0.0238
1984,1,13,-0.4352
1984,1,16,0.0958
1984,1,17,0.3888
1984,1,18,-0.1668
1984,1,19,-0.3044
1984,1,20,-0.4969
1984,1,23,-0.8062
1984,1,24,0.649
1984,1,25,-0.6629
1984,1,26,-0.364
1984,1,27,-0.1827
1984,1,30,-0.6527
1984,1,31,0.3316
1984,2,1,-0.41
1984,2,2,0.381
1984,2,3,-1.4998
1984,2,6,-1.7587
1984,2,7,0.4175
1984,2,8,-1.8206
1984,2,9,-0.2759
1984,2,10,0.5662
1984,2,13,-0.8637
1984,2,14,1.0713
1984,2,15,-0.2299
1984,2,16,-0.0768
1984,2,17,-0.2498
1984,2,21,-0.7063
1984,2,22,-0.2134
1984,2,23,-0.013
1984,2,24,2.087
1984,2,27,1.1364
1984,2,28,-1.5568
1984,2,29,0.153
1984,3,1,0.7195
1984,3,2,0.6638
1984,3,5,-0.8478
1984,3,6,-1.0387
1984,3,7,-1.0752
1984,3,8,0.4011
1984,3,9,-0.5413
1984,3,12,1.2893
1984,3,13,0.2814
1984,3,14,-0.0064
1984,3,15,0.4082
1984,3,16,1.1816
1984,3,19,-0.9355
1984,3,20,0.6845
1984,3,21,-0.1259
1984,3,22,-1.2416
1984,3,23,0.1085
1984,3,26,-0.1211
1984,3,27,0.4021
1984,3,28,1.6402
1984,3,29,-0.2252
1984,3,30,-0.2131
1984,4,2,-0.7539
1984,4,3,-0.2026
1984,4,4,-0.0761
1984,4,5,-1.5869
1984,4,6,0.2838
1984,4,9,-0.0193
1984,4,10,0.2702
1984,4,11,-0.5582
1984,4,12,1.7613
1984,4,13,-0.2663
1984,4,16,0.642
1984,4,17,0.4106
1984,4,18,-0.6731
1984,4,19,0.076
1984,4,23,-0.7721
1984,4,24,0.8099
1984,4,25,0.3669
1984,4,26,1.04
1984,4,27,-0.2558
1984,4,30,0.1001
1984,5,1,1.0184
1984,5,2,0.1361
1984,5,3,-0.4324
1984,5,4,-1.2965
1984,5,7,0.2263
1984,5,8,0.6584
1984,5,9,-0.2554
1984,5,10,-0.0687
1984,5,11,-0.9438
1984,5,14,-0.6246
1984,5,15,0.3175
1984,5,16,-0.0063
1984,5,17,-0.8988
1984,5,18,-0.5046
1984,5,21,-0.674
1984,5,22,-0.5493
1984,5,23,-0.4744
1984,5,24,-1.2537
1984,5,25,0.2579
1984,5,29,-0.8772
1984,5,30,0.0399
1984,5,31,0.133
1984,6,1,1.7868
1984,6,4,0.7178
1984,6,5,-0.4471
1984,6,6,0.8851
1984,6,7,-0.0581
1984,6,8,0.1614
1984,6,11,-1.3598
1984,6,12,-0.5684
1984,6,13,-0.0394
1984,6,14,-1.1438
1984,6,15,-0.9043
1984,6,18,1.8117
1984,6,19,0.58
1984,6,20,1.4612
1984,6,21,-0.2131
1984,6,22,-0.0324
1984,6,25,-0.3172
1984,6,26,-0.8183
1984,6,27,-0.7007
1984,6,28,0.7913
1984,6,29,0.2225
1984,7,2,0.0131
1984,7,3,0.3264
1984,7,5,-0.6116
1984,7,6,-0.3404
1984,7,9,0.7357
1984,7,10,-0.3065
1984,7,11,-1.524
1984,7,12,-0.352
1984,7,13,0.5666
1984,7,16,0.4772
1984,7,17,0.5145
1984,7,18,-0.6431
1984,7,19,-0.6803
1984,7,20,-0.5453
1984,7,23,-0.4012
1984,7,24,-0.7586
1984,7,25,0.6833
1984,7,26,0.8399
1984,7,27,0.7396
1984,7,30,-0.6614
1984,7,31,0.3129
1984,8,1,2.27
1984,8,2,2.5376
1984,8,3,2.7597
1984,8,6,0.154
1984,8,7,0.0677
1984,8,8,-0.59
1984,8,9,2.3431
1984,8,10,-0.0725
1984,8,13,0.006
1984,8,14,-0.6105
1984,8,15,-0.9853
1984,8,16,0.5958
1984,8,17,0.2259
1984,8,20,0.4874
1984,8,21,1.7522
1984,8,22,-0.4588
1984,8,23,0.0359
1984,8,24,0.2334
1984,8,27,-0.6388
1984,8,28,0.5768
1984,8,29,-0.1792
1984,8,30,-0.2992
1984,8,31,0.048
1984,9,4,-1.0799
1984,9,5,-0.3578
1984,9,6,0.8278
1984,9,7,-0.7727
1984,9,10,-0.0669
1984,9,11,0.1157
1984,9,12,0.1399
1984,9,13,1.9796
1984,9,14,0.5002
1984,9,17,0.0533
1984,9,18,-0.7224
1984,9,19,-0.4235
1984,9,20,0.3175
1984,9,21,-1.0748
1984,9,24,-0.2354
1984,9,25,0.2057
1984,9,26,0.3985
1984,9,27,0.4089
1984,9,28,-0.5151
1984,10,1,-0.891
1984,10,2,-0.6257
1984,10,3,-0.703
1984,10,4,0.2955
1984,10,5,-0.1473
1984,10,8,-0.3381
1984,10,9,-0.2837
1984,10,10,0.2722
1984,10,11,0.4133
1984,10,12,0.8601
1984,10,15,0.9684
1984,10,16,-0.5972
1984,10,17,-0.3884
1984,10,18,2.4126
1984,10,19,-0.0833
1984,10,22,-0.3572
1984,10,23,-0.1613
1984,10,24,0.0658
1984,10,25,-0.5323
1984,10,26,-0.6133
1984,10,29,-0.3085
1984,10,30,1.2502
1984,10,31,-0.4495
1984,11,1,0.8429
1984,11,2,-0.0418
1984,11,5,0.6929
1984,11,6,1.0855
1984,11,7,-0.7277
1984,11,8,-0.2896
1984,11,9,-0.6403
1984,11,12,-0.1432
1984,11,13,-0.8305
1984,11,14,0.0121
1984,11,15,-0.0602
1984,11,16,-1.079
1984,11,19,-0.6094
1984,11,20,0.6622
1984,11,21,0.2071
1984,11,23,1.4588
1984,11,26,-0.8208
1984,11,27,0.447
1984,11,28,-0.7637
1984,11,29,-0.6726
1984,11,30,-0.2013
1984,12,3,-0.4646
1984,12,4,0.3439
1984,12,5,-0.7834
1984,12,6,0.4072
1984,12,7,-0.3072
1984,12,10,0.3513
1984,12,11,0.1474
1984,12,12,-0.2698
1984,12,13,-0.5042
1984,12,14,0.5438
1984,12,17,0.5655
1984,12,18,2.7504
1984,12,19,-0.5651
1984,12,20,-0.4666
1984,12,21,-0.5229
1984,12,24,0.7552
1984,12,26,-0.1739
1984,12,27,-0.4325
1984,12,28,0.3077
1984,12,31,0.5894
1985,1,2,-1.1182
1985,1,3,-0.4838
1985,1,4,-0.5408
1985,1,7,0.3421
1985,1,8,-0.1522
1985,1,9,0.7257
1985,1,10,1.8949
1985,1,11,-0.2377
1985,1,14,1.5484
1985,1,15,0.1701
1985,1,16,0.2283
1985,1,17,-0.2687
1985,1,18,0.3456
1985,1,21,2.2823
1985,1,22,0.1427
1985,1,23,1.0372
1985,1,24,-0.3328
1985,1,25,0.3622
1985,1,28,0.0226
1985,1,29,1.0091
1985,1,30,0.1172
1985,1,31,0.1338
1985,2,1,-0.5567
1985,2,4,0.9629
1985,2,5,0.1442
1985,2,6,-0.0997
1985,2,7,0.7704
1985,2,8,0.2035
1985,2,11,-0.9221
1985,2,12,0.0277
1985,2,13,1.5452
1985,2,14,-0.5127
1985,2,15,-0.4441
1985,2,19,-0.1487
1985,2,20,-0.0827
1985,2,21,-0.5464
1985,2,22,-0.4606
1985,2,25,-0.0725
1985,2,26,1.0824
1985,2,27,-0.2539
1985,2,28,0.2656
1985,3,1,1.1259
1985,3,4,-0.6385
1985,3,5,0.0934
1985,3,6,-0.867
1985,3,7,-0.6311
1985,3,8,-0.2284
1985,3,11,-0.1731
1985,3,12,0.4866
1985,3,13,-0.8182
1985,3,14,-0.1964
1985,3,15,-0.7366
1985,3,18,0.1983
1985,3,19,1.5038
1985,3,20,-0.2562
1985,3,21,0.1508
1985,3,22,-0.1728
1985,3,25,-0.5976
1985,3,26,0.2585
1985,3,27,0.6221
1985,3,28,0
1985,3,29,0.6238
1985,4,1,0.3377
1985,4,2,-0.4082
1985,4,3,-0.7866
1985,4,4,-0.0447
1985,4,8,-0.5586
1985,4,9,0.1011
1985,4,10,0.679
1985,4,11,0.4292
1985,4,12,0.1942
1985,4,15,0.2105
1985,4,16,0.1548
1985,4,17,0.2649
1985,4,18,-0.4624
1985,4,19,0.1493
1985,4,22,-0.2264
1985,4,23,0.653
1985,4,24,0.2089
1985,4,25,0.6419
1985,4,26,-0.6815
1985,4,29,-0.8508
1985,4,30,-0.4429
1985,5,1,-0.8119
1985,5,2,0.3588
1985,5,3,0.5977
1985,5,6,-0.05
1985,5,7,0.4278
1985,5,8,-0.0775
1985,5,9,0.7197
1985,5,10,1.2973
1985,5,13,0.1791
1985,5,14,-0.4008
1985,5,15,0.3644
1985,5,16,0.6069
1985,5,17,0.948
1985,5,20,1.2272
1985,5,21,-0.0422
1985,5,22,-0.5695
1985,5,23,-0.5091
1985,5,24,0.3678
1985,5,28,-0.2284
1985,5,29,-0.0958
1985,5,30,0.0373
1985,5,31,0.9587
1985,6,3,-0.1213
1985,6,4,0.3803
1985,6,5,0.0631
1985,6,6,0.4733
1985,6,7,-0.7223
1985,6,10,-0.0896
1985,6,11,-0.248
1985,6,12,-0.7565
1985,6,13,-1.2153
1985,6,14,0.9551
1985,6,17,-0.3046
1985,6,18,0.4342
1985,6,19,-0.379
1985,6,20,0.0536
1985,6,21,1.5423
1985,6,24,-0.2426
1985,6,25,0.3119
1985,6,26,0.1687
1985,6,27,0.6156
1985,6,28,0.3242
1985,7,1,0.3023
1985,7,2,-0.2183
1985,7,3,-0.2917
1985,7,5,0.5589
1985,7,8,-0.3065
1985,7,9,-0.4585
1985,7,10,0.6909
1985,7,11,0.2963
1985,7,12,0.1814
1985,7,15,-0.2949
1985,7,16,1.0378
1985,7,17,0.4776
1985,7,18,-0.6491
1985,7,19,0.3858
1985,7,22,-0.3997
1985,7,23,-0.9262
1985,7,24,-0.5038
1985,7,25,0.2505
1985,7,26,0.177
1985,7,29,-1.4553
1985,7,30,0.1741
1985,7,31,0.5212
1985,8,1,0.6233
1985,8,2,-0.3279
1985,8,5,-0.4491
1985,8,6,-1.4112
1985,8,7,-0.133
1985,8,8,0.6767
1985,8,9,-0.3334
1985,8,12,-0.3664
1985,8,13,-0.1759
1985,8,14,0.0587
1985,8,15,-0.08
1985,8,16,-0.6195
1985,8,19,0.1505
1985,8,20,0.9121
1985,8,21,0.5742
1985,8,22,-0.9516
1985,8,23,-0.1014
1985,8,26,0.0748
1985,8,27,0.4218
1985,8,28,0.3881
1985,8,29,0.053
1985,8,30,-0.1588
1985,9,3,-0.3817
1985,9,4,-0.2874
1985,9,5,-0.0534
1985,9,6,0.518
1985,9,9,0.0053
1985,9,10,-0.7171
1985,9,11,-1.0005
1985,9,12,-0.7242
1985,9,13,-0.4246
1985,9,16,-0.0164
1985,9,17,-0.8311
1985,9,18,0.193
1985,9,19,0.9246
1985,9,20,-0.7307
1985,9,23,1.2359
1985,9,24,-0.9116
1985,9,25,-1.0733
1985,9,26,0.3487
1985,9,30,0.4358
1985,10,1,1.6421
1985,10,2,-0.5457
1985,10,3,0.163
1985,10,4,-0.6184
1985,10,7,-0.7368
1985,10,8,0
1985,10,9,0.3574
1985,10,10,0.1425
1985,10,11,0.8207
1985,10,14,1.1341
1985,10,15,-0.1556
1985,10,16,1.0211
1985,10,17,-0.1702
1985,10,18,-0.3304
1985,10,21,-0.0428
1985,10,22,0.5777
1985,10,23,0.5584
1985,10,24,-0.312
1985,10,25,-0.5199
1985,10,28,0.128
1985,10,29,0.7829
1985,10,30,0.4439
1985,10,31,-0.1315
1985,11,1,0.9009
1985,11,4,-0.1462
1985,11,5,0.5856
1985,11,6,0.2027
1985,11,7,-0.0726
1985,11,8,0.5711
1985,11,11,1.8429
1985,11,12,0.4004
1985,11,13,-0.4947
1985,11,14,0.9944
1985,11,15,-0.4772
1985,11,18,0.3029
1985,11,19,-0.0201
1985,11,20,0.1611
1985,11,21,1.2161
1985,11,22,0.0546
1985,11,25,-0.5806
1985,11,26,0.1597
1985,11,27,0.9319
1985,11,29,-0.1827
1985,12,2,-0.8458
1985,12,3,0.1995
1985,12,4,1.6778
1985,12,5,-0.1714
1985,12,6,-0.4365
1985,12,9,0.6207
1985,12,10,0.0685
1985,12,11,0.9394
1985,12,12,0.2036
1985,12,13,1.5528
1985,12,16,0.9908
1985,12,17,-0.6462
1985,12,18,-0.3988
1985,12,19,0.1001
1985,12,20,0.4381
1985,12,23,-1.1235
1985,12,24,-0.6856
1985,12,26,0.2462
1985,12,27,0.9439
1985,12,30,0.5105
1985,12,31,0.2848
1986,1,2,-0.7999
1986,1,3,0.6155
1986,1,6,-0.1091
1986,1,7,1.4954
1986,1,8,-2.7268
1986,1,9,-0.8944
1986,1,10,-0.0728
1986,1,13,0.369
1986,1,14,-0.0387
1986,1,15,0.784
1986,1,16,0.437
1986,1,17,-0.3538
1986,1,20,-0.4318
1986,1,21,-0.8384
1986,1,22,-1.1176
1986,1,23,0.3735
1986,1,24,1.0673
1986,1,27,0.465
1986,1,28,1.1669
1986,1,29,0.2288
1986,1,30,-0.4565
1986,1,31,1.1704
1986,2,3,1.0294
1986,2,4,-0.5468
1986,2,5,0.0799
1986,2,6,0.2395
1986,2,7,0.5106
1986,2,10,0.783
1986,2,11,-0.148
1986,2,12,0.0232
1986,2,13,0.6621
1986,2,14,1.0856
1986,2,18,1.2241
1986,2,19,-1.2093
1986,2,20,1.1194
1986,2,21,1.08
1986,2,24,-0.1247
1986,2,25,-0.2452
1986,2,26,0.1117
1986,2,27,1.2185
1986,2,28,0.0661
1986,3,3,-0.661
1986,3,4,-0.4614
1986,3,5,-0.0178
1986,3,6,0.3521
1986,3,7,0.1954
1986,3,10,0.4478
1986,3,11,2.2553
1986,3,12,0.3669
1986,3,13,0.2795
1986,3,14,1.4409
1986,3,17,-0.7948
1986,3,18,0.473
1986,3,19,-0.0763
1986,3,20,0.399
1986,3,21,-1.3528
1986,3,24,0.8528
1986,3,25,-0.2592
1986,3,26,1.0992
1986,3,27,0.7038
1986,3,31,-0.0293
1986,4,1,-1.5739
1986,4,2,0.2424
1986,4,3,-1.3746
1986,4,4,-1.626
1986,4,7,-0.0262
1986,4,8,2.1388
1986,4,9,0.0985
1986,4,10,1.1508
1986,4,11,-0.1988
1986,4,14,0.5552
1986,4,15,0.1896
1986,4,16,1.8887
1986,4,17,0.3344
1986,4,18,-0.2675
1986,4,21,0.9737
1986,4,22,-0.9479
1986,4,23,-0.2764
1986,4,24,0.1117
1986,4,25,0.1116
1986,4,28,0.3261
1986,4,29,-1.0573
1986,4,30,-2.0748
1986,5,1,-0.1529
1986,5,2,-0.1573
1986,5,5,1.2522
1986,5,6,-0.2061
1986,5,7,-0.489
1986,5,8,0.4448
1986,5,9,0.3036
1986,5,12,-0.1135
1986,5,13,-0.4925
1986,5,14,0.478
1986,5,15,-1.3093
1986,5,16,-0.7124
1986,5,19,0.189
1986,5,20,1.2479
1986,5,21,-0.2795
1986,5,22,1.9834
1986,5,23,0.5122
1986,5,27,1.4087
1986,5,28,0.7681
1986,5,29,0.5474
1986,5,30,-0.2541
1986,6,2,-0.9339
1986,6,3,0.1918
1986,6,4,-0.6395
1986,6,5,0.701
1986,6,6,0.0081
1986,6,9,-2.3243
1986,6,10,-0.1584
1986,6,11,0.647
1986,6,12,0.1493
1986,6,13,1.7558
1986,6,16,0.1628
1986,6,17,-0.7232
1986,6,18,0.2619
1986,6,19,-0.3796
1986,6,20,1.4423
1986,6,23,-0.9371
1986,6,24,0.7217
1986,6,25,0.7691
1986,6,26,-0.0763
1986,6,27,0.3457
1986,6,30,0.4968
1986,7,1,0.4784
1986,7,2,0.2619
1986,7,3,-0.3601
1986,7,7,-3.074
1986,7,8,-1.008
1986,7,9,0.5091
1986,7,10,0.0782
1986,7,11,-0.3251
1986,7,14,-1.6968
1986,7,15,-1.8689
1986,7,16,0.5778
1986,7,17,0.451
1986,7,18,0.1228
1986,7,21,-0.0508
1986,7,22,0.8212
1986,7,23,0.2057
1986,7,24,-0.3017
1986,7,25,0.954
1986,7,28,-1.7526
1986,7,29,-0.6186
1986,7,30,0.8698
1986,7,31,-0.1987
1986,8,1,-0.5125
1986,8,4,0.4598
1986,8,5,0.4407
1986,8,6,-0.0802
1986,8,7,0.0844
1986,8,8,-0.0675
1986,8,11,1.6042
1986,8,12,1.1052
1986,8,13,0.9575
1986,8,14,0.2361
1986,8,15,0.3655
1986,8,18,0.0931
1986,8,19,-0.3517
1986,8,20,1.3225
1986,8,21,-0.04
1986,8,22,0.2083
1986,8,25,-0.9513
1986,8,26,2.0298
1986,8,27,0.1819
1986,8,28,-0.1816
1986,8,29,0.0356
1986,9,2,-1.7436
1986,9,3,0.6277
1986,9,4,1.4995
1986,9,5,-1.3237
1986,9,8,-0.9303
1986,9,9,-0.1894
1986,9,10,-0.2463
1986,9,11,-4.8085
1986,9,12,-1.9177
1986,9,15,0.5506
1986,9,16,-0.0949
1986,9,17,-0.0173
1986,9,18,0.2719
1986,9,19,-0.043
1986,9,22,1.1714
1986,9,23,0.315
1986,9,24,0.2588
1986,9,25,-1.8834
1986,9,26,0.1725
1986,9,29,-0.999
1986,9,30,0.6133
1986,10,1,0.9856
1986,10,2,0.137
1986,10,3,-0.0898
1986,10,6,0.4578
1986,10,7,-0.1576
1986,10,8,0.9684
1986,10,9,-0.3507
1986,10,10,-0.1569
1986,10,13,0.1826
1986,10,14,-0.2289
1986,10,15,1.4573
1986,10,16,0.3057
1986,10,17,-0.2881
1986,10,20,-1.2016
1986,10,21,-0.0381
1986,10,22,0.1611
1986,10,23,1.2783
1986,10,24,-0.4263
1986,10,27,0.2141
1986,10,28,0.2052
1986,10,29,0.7022
1986,10,30,1.1497
1986,10,31,0.1108
1986,11,3,0.746
1986,11,4,0.1627
1986,11,5,0.1543
1986,11,6,-0.2879
1986,11,7,-0.0407
1986,11,10,0.1465
1986,11,11,0.386
1986,11,12,-0.1781
1986,11,13,-1.4677
1986,11,14,0.609
1986,11,17,-0.5276
1986,11,18,-2.6438
1986,11,19,0.3717
1986,11,20,1.8472
1986,11,21,1.5741
1986,11,24,0.6467
1986,11,25,0.291
1986,11,26,0.2418
1986,11,28,0.1809
1986,12,1,-0.0682
1986,12,2,1.9876
1986,12,3,-0.0591
1986,12,4,-0.3191
1986,12,5,-0.739
1986,12,8,-0.004
1986,12,9,-0.7485
1986,12,10,0.6739
1986,12,11,-1.1117
1986,12,12,-0.3304
1986,12,15,0.3477
1986,12,16,0.7373
1986,12,17,-0.9918
1986,12,18,-0.3151
1986,12,19,1.1954
1986,12,22,-0.3924
1986,12,23,-0.9688
1986,12,24,0.1664
1986,12,26,0.0689
1986,12,29,-0.9112
1986,12,30,-0.5313
1986,12,31,-0.4931
1987,1,2,1.7674
1987,1,5,2.3291
1987,1,6,0.234
1987,1,7,1.0088
1987,1,8,0.7637
1987,1,9,0.5636
1987,1,12,0.6068
1987,1,13,-0.1345
1987,1,14,1.0348
1987,1,15,1.0851
1987,1,16,0.2976
1987,1,19,1.1492
1987,1,20,-0.1114
1987,1,21,-0.446
1987,1,22,2.2663
1987,1,23,-1.391
1987,1,26,-0.1814
1987,1,27,1.5356
1987,1,28,0.6027
1987,1,29,-0.4212
1987,1,30,-0.0583
1987,2,2,0.8647
1987,2,3,-0.1664
1987,2,4,1.3225
1987,2,5,0.5436
1987,2,6,-0.3983
1987,2,9,-0.6713
1987,2,10,-1.1109
1987,2,11,0.898
1987,2,12,-0.6918
1987,2,13,1.4803
1987,2,17,2.0701
1987,2,18,-0.0245
1987,2,19,0.0526
1987,2,20,-0.0315
1987,2,23,-1.0859
1987,2,24,0.1771
1987,2,25,0.3959
1987,2,26,-0.3662
1987,2,27,0.4382
1987,3,2,-0.4222
1987,3,3,0.3958
1987,3,4,1.5838
1987,3,5,0.6583
1987,3,6,0.0482
1987,3,9,-0.8119
1987,3,10,0.888
1987,3,11,-0.1891
1987,3,12,0.3135
1987,3,13,-0.4567
1987,3,16,-0.5726
1987,3,17,1.471
1987,3,18,0.106
1987,3,19,0.444
1987,3,20,1.3908
1987,3,23,1.0028
1987,3,24,0.1594
1987,3,25,-0.4177
1987,3,26,0.1831
1987,3,27,-1.5951
1987,3,30,-2.3402
1987,3,31,0.8645
1987,4,1,0.2365
1987,4,2,0.4241
1987,4,3,2.309
1987,4,6,0.5126
1987,4,7,-1.742
1987,4,8,0.1921
1987,4,9,-1.4802
1987,4,10,-0.1263
1987,4,13,-2.3488
1987,4,14,-2.2617
1987,4,15,1.8914
1987,4,16,0.8684
1987,4,20,-0.2858
1987,4,21,2.4398
1987,4,22,-2.0063
1987,4,23,-0.1288
1987,4,24,-1.8478
1987,4,27,0.1101
1987,4,28,0.2413
1987,4,29,0.7292
1987,4,30,1.3318
1987,5,1,-0.1144
1987,5,4,0.4618
1987,5,5,2.0666
1987,5,6,0.044
1987,5,7,-0.2572
1987,5,8,-0.4547
1987,5,11,-0.6136
1987,5,12,0.5933
1987,5,13,0.2318
1987,5,14,0.0884
1987,5,15,-2.3144
1987,5,18,-0.2714
1987,5,19,-2.4525
1987,5,20,-0.5043
1987,5,21,0.7045
1987,5,22,0.7103
1987,5,26,2.4631
1987,5,27,-0.1314
1987,5,28,0.7031
1987,5,29,-0.227
1987,6,1,-0.0931
1987,6,2,-0.4727
1987,6,3,1.7368
1987,6,4,0.552
1987,6,5,-0.5558
1987,6,8,1.1143
1987,6,9,0.1887
1987,6,10,0.0639
1987,6,11,0.4236
1987,6,12,0.9674
1987,6,15,0.5039
1987,6,16,0.5344
1987,6,17,0.0164
1987,6,18,0.2887
1987,6,19,0.4187
1987,6,22,0.873
1987,6,23,-0.394
1987,6,24,-0.509
1987,6,25,0.6844
1987,6,26,-0.5826
1987,6,29,0.2409
1987,6,30,-1.2666
1987,7,1,-0.3487
1987,7,2,0.888
1987,7,6,-0.2323
1987,7,7,0.8133
1987,7,8,0.2895
1987,7,9,-0.2498
1987,7,10,0.2829
1987,7,13,-0.2464
1987,7,14,0.9915
1987,7,15,-0.0837
1987,7,16,0.7345
1987,7,17,0.6044
1987,7,20,-1.0172
1987,7,21,-0.912
1987,7,22,-0.0259
1987,7,23,-0.214
1987,7,24,0.4743
1987,7,27,0.4462
1987,7,28,0.5408
1987,7,29,1.063
1987,7,30,0.7603
1987,7,31,0.1918
1987,8,3,-0.3421
1987,8,4,-0.422
1987,8,5,0.702
1987,8,6,1.143
1987,8,7,0.2825
1987,8,10,1.548
1987,8,11,1.625
1987,8,12,-0.282
1987,8,13,0.6799
1987,8,14,-0.1972
1987,8,17,0.0359
1987,8,18,-1.4546
1987,8,19,0.1762
1987,8,20,1.519
1987,8,21,0.3166
1987,8,24,-0.7651
1987,8,25,1.032
1987,8,26,-0.6533
1987,8,27,-0.9535
1987,8,28,-1.3097
1987,8,31,0.8439
1987,9,1,-1.9406
1987,9,2,-0.5318
1987,9,3,-0.457
1987,9,4,-1.0962
1987,9,8,-0.9915
1987,9,9,0.1148
1987,9,10,1.0226
1987,9,11,1.5293
1987,9,14,0.3416
1987,9,15,-1.6528
1987,9,16,-0.9064
1987,9,17,0.0222
1987,9,18,-0.0222
1987,9,21,-1.372
1987,9,22,2.8853
1987,9,23,0.529
1987,9,24,-0.4577
1987,9,25,0.1376
1987,9,28,0.9495
1987,9,29,-0.4672
1987,9,30,0.0435
1987,10,1,1.709
1987,10,2,0.2261
1987,10,5,0.003
1987,10,6,-2.7006
1987,10,7,-0.213
1987,10,8,-1.375
