Year,Month,Day,Return
1994,9,1,-0.49
1994,9,2,-0.4607
1994,9,6,0.1847
1994,9,7,-0.1844
1994,9,8,0.4565
1994,9,9,-1.0483
1994,9,12,-0.4208
1994,9,13,0.281
1994,9,14,0.2738
1994,9,15,1.282
1994,9,16,-0.7624
1994,9,19,-0.0722
1994,9,20,-1.5907
1994,9,21,-0.41
1994,9,22,-0.0412
1994,9,23,-0.3469
1994,9,26,0.2502
1994,9,27,0.2669
1994,9,28,0.5973
1994,9,29,-0.5551
1994,9,30,0.1038
1994,10,3,-0.2096
1994,10,4,-1.5485
1994,10,5,-0.2354
1994,10,6,-0.2558
1994,10,7,0.6057
1994,10,10,0.8657
1994,10,11,1.4705
1994,10,12,-0.0687
1994,10,13,0.4984
1994,10,14,0.28
1994,10,17,-0.0298
1994,10,18,-0.2772
1994,10,19,0.5602
1994,10,20,-0.7294
1994,10,21,-0.4198
1994,10,24,-0.8733
1994,10,25,0.1497
1994,10,26,0.2362
1994,10,27,0.7004
1994,10,28,1.7001
1994,10,31,-0.2997
1994,11,1,-0.832
1994,11,2,-0.4078
1994,11,3,0.3001
1994,11,4,-1.2032
1994,11,7,0.1687
1994,11,8,0.5593
1994,11,9,-0.0494
1994,11,10,-0.2299
1994,11,11,-0.4307
1994,11,14,0.7981
1994,11,15,-0.2167
1994,11,16,0.1269
1994,11,17,-0.4403
1994,11,18,-0.453
1994,11,21,-0.6891
1994,11,22,-1.7914
1994,11,23,-0.0333
1994,11,25,0.5245
1994,11,28,0.4135
1994,11,29,0.2224
1994,11,30,-0.3252
1994,12,1,-1.0514
1994,12,2,0.9757
1994,12,5,0.0066
1994,12,6,-0.0485
1994,12,7,-0.4149
1994,12,8,-1.2809
1994,12,9,0.3412
1994,12,12,0.5593
1994,12,13,0.1513
1994,12,14,1.0708
1994,12,15,0.0835
1994,12,16,0.7577
1994,12,19,-0.194
1994,12,20,-0.1769
1994,12,21,0.5491
1994,12,22,0.0152
1994,12,23,0.0326
1994,12,27,0.5741
1994,12,28,-0.3481
1994,12,29,0.0673
1994,12,30,-0.412
1995,1,3,-0.0348
1995,1,4,0.3485
1995,1,5,-0.0803
1995,1,6,0.0739
1995,1,9,0.0326
1995,1,10,0.1844
1995,1,11,-0.0022
1995,1,12,-0.0065
1995,1,13,0.938
1995,1,16,0.7318
1995,1,17,0.1427
1995,1,18,-0.0723
1995,1,19,-0.5876
1995,1,20,-0.4647
1995,1,23,0.2238
1995,1,24,0.0086
1995,1,25,0.3392
1995,1,26,0.1883
1995,1,27,0.442
1995,1,30,-0.3997
1995,1,31,0.4077
1995,2,1,-0.0043
1995,2,2,0.5081
1995,2,3,1.2395
1995,2,6,0.5202
1995,2,7,-0.0686
1995,2,8,0.079
1995,2,9,-0.2078
1995,2,10,0.2645
1995,2,13,0.0395
1995,2,14,0.1869
1995,2,15,0.4124
1995,2,16,0.1403
1995,2,17,-0.6698
1995,2,21,0.1556
1995,2,22,0.4868
1995,2,23,0.3793
1995,2,24,0.2773
1995,2,27,-0.9114
1995,2,28,0.74
1995,3,1,-0.357
1995,3,2,-0.1071
1995,3,3,0.0598
1995,3,6,0.0433
1995,3,7,-0.7228
1995,3,8,0.2116
1995,3,9,0.0041
1995,3,10,1.3267
1995,3,13,0.098
1995,3,14,0.5795
1995,3,15,-0.2049
1995,3,16,0.7177
1995,3,17,0.0222
1995,3,20,0.1251
1995,3,21,-0.2157
1995,3,22,0.1212
1995,3,23,0.0565
1995,3,24,1.0122
1995,3,27,0.4451
1995,3,28,0.1391
1995,3,29,-0.1548
1995,3,30,-0.1789
1995,3,31,-0.3007
1995,4,3,0.2277
1995,4,4,0.6755
1995,4,5,0.0653
1995,4,6,0.1009
1995,4,7,0.0672
1995,4,10,0.1165
1995,4,11,-0.2919
1995,4,12,0.3244
1995,4,13,0.4062
1995,4,17,-0.6088
1995,4,18,-0.1502
1995,4,19,-0.089
1995,4,20,0.0733
1995,4,21,0.6333
1995,4,24,0.8653
1995,4,25,-0.154
1995,4,26,0.1094
1995,4,27,0.1736
1995,4,28,0.2259
1995,5,1,-0.0874
1995,5,2,0.1167
1995,5,3,1.0916
1995,5,4,0.0115
1995,5,5,-0.0807
1995,5,8,0.7383
1995,5,9,-0.0763
1995,5,10,0.1528
1995,5,11,0.0019
1995,5,12,0.225
1995,5,15,0.4167
1995,5,16,0.0853
1995,5,17,-0.212
1995,5,18,-1.4211
1995,5,19,-0.0751
1995,5,22,0.859
1995,5,23,0.9434
1995,5,24,0.0038
1995,5,25,-0.0038
1995,5,26,-0.9346
1995,5,30,-0.0134
1995,5,31,1.8755
1995,6,1,0.0169
1995,6,2,-0.1837
1995,6,5,0.5803
1995,6,6,-0.0093
1995,6,7,-0.4519
1995,6,8,-0.1463
1995,6,9,-0.8284
1995,6,12,0.5569
1995,6,13,0.9739
1995,6,14,0.0784
1995,6,15,0.1212
1995,6,16,0.5045
1995,6,19,0.9985
1995,6,20,-0.044
1995,6,21,-0.1835
1995,6,22,1.3034
1995,6,23,-0.2468
1995,6,26,-1.0151
1995,6,27,-0.3124
1995,6,28,0.424
1995,6,29,-0.1579
1995,6,30,0.1618
1995,7,3,0.4296
1995,7,5,0.0311
1995,7,6,1.2298
1995,7,7,0.4296
1995,7,10,0.1474
1995,7,11,-0.4325
1995,7,12,1.1013
1995,7,13,0.0196
1995,7,14,-0.1979
1995,7,17,0.5055
1995,7,18,-0.757
1995,7,19,-1.3394
1995,7,20,0.4646
1995,7,21,0.0145
1995,7,24,0.5437
1995,7,25,0.803
1995,7,26,0.0909
1995,7,27,0.6428
1995,7,28,-0.4052
1995,7,31,-0.1545
1995,8,1,-0.4306
1995,8,2,-0.1501
1995,8,3,-0.0089
1995,8,4,0.034
1995,8,7,0.195
1995,8,8,0.0643
1995,8,9,-0.1213
1995,8,10,-0.4038
1995,8,11,-0.4198
1995,8,14,0.8341
1995,8,15,-0.209
1995,8,16,0.2506
1995,8,17,-0.1661
1995,8,18,0.0304
1995,8,21,-0.1967
1995,8,22,0.2526
1995,8,23,-0.4254
1995,8,24,0.0574
1995,8,25,0.4736
1995,8,28,-0.1875
1995,8,29,0.1699
1995,8,30,0.1643
1995,8,31,0.1711
1995,9,1,0.3488
1995,9,5,0.9453
1995,9,6,0.1757
1995,9,7,0.021
1995,9,8,0.4191
1995,9,11,0.2148
1995,9,12,0.453
1995,9,13,0.392
1995,9,14,0.8363
1995,9,15,-0.0446
1995,9,18,-0.0994
1995,9,19,0.2454
1995,9,20,0.4399
1995,9,21,-0.6425
1995,9,22,-0.2178
1995,9,25,0.0138
1995,9,26,-0.0688
1995,9,27,-0.0636
1995,9,28,0.8313
1995,9,29,-0.2492
1995,10,2,-0.4603
1995,10,3,0.1066
1995,10,4,-0.1494
1995,10,5,0.1995
1995,10,6,-0.024
1995,10,9,-0.7073
1995,10,10,-0.147
1995,10,11,0.3359
1995,10,12,0.6282
1995,10,13,0.2401
1995,10,16,-0.2515
1995,10,17,0.6432
1995,10,18,0.1125
1995,10,19,0.5464
1995,10,20,-0.5401
1995,10,23,-0.4085
1995,10,24,0.2564
1995,10,25,-0.6973
1995,10,26,-0.9872
1995,10,27,0.5167
1995,10,30,0.6124
1995,10,31,-0.3
1995,11,1,0.4678
1995,11,2,0.9414
1995,11,3,0.1441
1995,11,6,-0.3573
1995,11,7,-0.3637
1995,11,8,0.9193
1995,11,9,0.262
1995,11,10,-0.091
1995,11,13,-0.0709
1995,11,14,-0.5082
1995,11,15,0.7925
1995,11,16,0.5691
1995,11,17,0.457
1995,11,20,-0.5366
1995,11,21,0.568
1995,11,22,-0.3065
1995,11,24,0.2624
1995,11,27,0.225
1995,11,28,0.8531
1995,11,29,0.1962
1995,11,30,-0.3736
1995,12,1,0.266
1995,12,4,1.1038
1995,12,5,0.6518
1995,12,6,0.4047
1995,12,7,-0.6466
1995,12,8,0.2126
1995,12,11,0.3304
1995,12,12,-0.1194
1995,12,13,0.4703
1995,12,14,-0.7673
1995,12,15,-0.094
1995,12,18,-1.5462
1995,12,19,0.8438
1995,12,20,-0.9789
1995,12,21,0.7509
1995,12,22,0.2392
1995,12,26,0.384
1995,12,27,0.0374
1995,12,28,-0.0667
1995,12,29,0.2947
1996,1,2,0.7793
1996,1,3,0.095
1996,1,4,-0.5826
1996,1,5,-0.1587
1996,1,8,0.2821
1996,1,9,-1.4568
1996,1,10,-1.8
1996,1,11,0.7034
1996,1,12,-0.146
1996,1,15,-0.3307
1996,1,16,1.4371
1996,1,17,-0.3402
1996,1,18,0.3084
1996,1,19,0.5902
1996,1,22,0.2566
1996,1,23,-0.0994
1996,1,24,1.1701
1996,1,25,-0.4726
1996,1,26,0.7439
1996,1,29,0.4183
1996,1,30,0.95
1996,1,31,0.9315
1996,2,1,0.3836
1996,2,2,-0.4088
1996,2,5,0.8776
1996,2,6,0.7639
1996,2,7,0.557
1996,2,8,0.9447
1996,2,9,0.0457
1996,2,12,0.774
1996,2,13,-0.1421
1996,2,14,-0.7464
1996,2,15,-0.6498
1996,2,16,-0.5128
1996,2,20,-1.1312
1996,2,21,1.1629
1996,2,22,1.6602
1996,2,23,0.0334
1996,2,26,-1.3079
1996,2,27,-0.495
1996,2,28,-0.3847
1996,2,29,-0.67
1996,3,1,0.6152
1996,3,4,0.9994
1996,3,5,0.7652
1996,3,6,-0.5779
1996,3,7,0.2531
1996,3,8,-3.0827
1996,3,11,1.0292
1996,3,12,-0.4578
1996,3,13,0.2292
1996,3,14,0.3633
1996,3,15,0.0874
1996,3,18,1.7492
1996,3,19,-0.1471
1996,3,20,-0.2624
1996,3,21,-0.1215
1996,3,22,0.2203
1996,3,25,-0.0891
1996,3,26,0.4507
1996,3,27,-0.6218
1996,3,28,0.0046
1996,3,29,-0.5301
1996,4,1,1.275
1996,4,2,0.234
1996,4,3,0.0946
1996,4,4,-0.003
1996,4,8,-1.7717
1996,4,9,-0.3182
1996,4,10,-1.3532
1996,4,11,-0.3662
1996,4,12,0.8761
1996,4,15,0.9078
1996,4,16,0.3907
1996,4,17,-0.5256
1996,4,18,0.3117
1996,4,19,0.2268
1996,4,22,0.4372
1996,4,23,0.5695
1996,4,24,-0.2164
1996,4,25,0.4153
1996,4,26,0.0904
1996,4,29,0.1071
1996,4,30,0.0015
1996,5,1,0.0627
1996,5,2,-1.711
1996,5,3,-0.272
1996,5,6,-0.1278
1996,5,7,-0.3979
1996,5,8,1.02
1996,5,9,0.1039
1996,5,10,1.0303
1996,5,13,1.4446
1996,5,14,0.6183
1996,5,15,-0.027
1996,5,16,-0.0857
1996,5,17,0.6107
1996,5,20,0.6339
1996,5,21,-0.0579
1996,5,22,0.8413
1996,5,23,-0.3567
1996,5,24,0.3713
1996,5,28,-0.9256
1996,5,29,-0.6397
1996,5,30,0.5644
1996,5,31,-0.3841
1996,6,3,-0.2152
1996,6,4,0.7309
1996,6,5,0.8743
1996,6,6,-0.7974
1996,6,7,0.0416
1996,6,10,-0.1708
1996,6,11,-0.177
1996,6,12,-0.2876
1996,6,13,-0.1674
1996,6,14,-0.3099
1996,6,17,-0.1036
1996,6,18,-0.4661
1996,6,19,-0.0151
1996,6,20,0.0211
1996,6,21,0.7159
1996,6,24,0.3014
1996,6,25,-0.0553
1996,6,26,-0.6118
1996,6,27,0.6261
1996,6,28,0.3111
1996,7,1,0.7828
1996,7,2,-0.3359
1996,7,3,-0.1796
1996,7,5,-2.2249
1996,7,8,-0.7453
1996,7,9,0.3387
1996,7,10,0.2001
1996,7,11,-1.5837
1996,7,12,0.0805
1996,7,15,-2.5364
1996,7,16,-0.2271
1996,7,17,0.9071
1996,7,18,1.4967
1996,7,19,-0.7505
1996,7,22,-0.7765
1996,7,23,-1.0887
1996,7,24,-0.0351
1996,7,25,0.7213
1996,7,26,0.7494
1996,7,29,-0.7847
1996,7,30,0.6895
1996,7,31,0.7383
1996,8,1,1.5736
1996,8,2,1.9184
1996,8,5,-0.3411
1996,8,6,0.3256
1996,8,7,0.2687
1996,8,8,-0.2364
1996,8,9,-0.074
1996,8,12,0.5543
1996,8,13,-0.8366
1996,8,14,0.2802
1996,8,15,0.0347
1996,8,16,0.4424
1996,8,19,0.206
1996,8,20,-0.1335
1996,8,21,-0.0931
1996,8,22,0.8435
1996,8,23,-0.5442
1996,8,26,-0.4722
1996,8,27,0.3796
1996,8,28,-0.2386
1996,8,29,-1.1146
1996,8,30,-0.8229
1996,9,3,0.4187
1996,9,4,0.1359
1996,9,5,-0.9411
1996,9,6,0.9608
1996,9,9,1.2323
1996,9,10,0.0075
1996,9,11,0.5227
1996,9,12,0.58
1996,9,13,1.3991
1996,9,16,0.5055
1996,9,17,-0.1521
1996,9,18,-0.2152
1996,9,19,0.2245
1996,9,20,0.5886
1996,9,23,-0.0786
1996,9,24,-0.1267
1996,9,25,0.0321
1996,9,26,0.0044
1996,9,27,0.0481
1996,9,30,0.1632
1996,10,1,0.2575
1996,10,2,0.7154
1996,10,3,-0.1772
1996,10,4,1.2529
1996,10,7,0.2737
1996,10,8,-0.3895
1996,10,9,-0.5566
1996,10,10,-0.3057
1996,10,11,0.871
1996,10,14,0.411
1996,10,15,-0.1379
1996,10,16,0.2619
1996,10,17,0.3663
1996,10,18,0.5417
1996,10,21,-0.1365
1996,10,22,-0.4621
1996,10,23,0.0991
1996,10,24,-0.7041
1996,10,25,-0.1951
1996,10,28,-0.5222
1996,10,29,0.6081
1996,10,30,-0.0855
1996,10,31,0.6235
1996,11,1,-0.2127
1996,11,4,0.4206
1996,11,5,1.0485
1996,11,6,1.4633
1996,11,7,0.4223
1996,11,8,0.4356
1996,11,11,0.1437
1996,11,12,-0.3156
1996,11,13,0.2152
1996,11,14,0.6497
1996,11,15,0.2365
1996,11,18,-0.0813
1996,11,19,0.6974
1996,11,20,0.2412
1996,11,21,-0.1613
1996,11,22,0.8051
1996,11,25,1.1085
1996,11,26,-0.1413
1996,11,27,-0.127
1996,11,29,0.2675
1996,12,2,-0.0608
1996,12,3,-1.0944
1996,12,4,-0.425
1996,12,5,-0.0966
1996,12,6,-0.6421
1996,12,9,1.3737
1996,12,10,-0.2961
1996,12,11,-0.911
1996,12,12,-1.5431
1996,12,13,-0.0905
1996,12,16,-1.0513
1996,12,17,0.7018
1996,12,18,0.7575
1996,12,19,1.9438
1996,12,20,0.417
1996,12,23,-0.2604
1996,12,24,0.5503
1996,12,26,0.6378
1996,12,27,0.1283
1996,12,30,-0.3885
1996,12,31,-1.7391
1997,1,2,-0.5036
1997,1,3,1.4952
1997,1,6,-0.0508
1997,1,7,0.7463
1997,1,8,-0.6399
1997,1,9,0.8605
1997,1,10,0.616
1997,1,13,0.0013
1997,1,14,1.2311
1997,1,15,-0.2159
1997,1,16,0.3324
1997,1,17,0.834
1997,1,20,0.0683
1997,1,21,0.7751
1997,1,22,0.4484
1997,1,23,-1.1027
1997,1,24,-0.9054
1997,1,27,-0.7138
1997,1,28,0
1997,1,29,0.9778
1997,1,30,1.5107
1997,1,31,0.2538
1997,2,3,0.0725
1997,2,4,0.3216
1997,2,5,-1.3912
1997,2,6,0.2403
1997,2,7,1.2062
1997,2,10,-0.5231
1997,2,11,0.5296
1997,2,12,1.6692
1997,2,13,1.1273
1997,2,14,-0.4114
1997,2,18,0.966
1997,2,19,-0.4655
1997,2,20,-1.1926
1997,2,21,-0.1283
1997,2,24,1.0614
1997,2,25,0.2246
1997,2,26,-0.7905
1997,2,27,-1.3169
1997,2,28,-0.5345
1997,3,3,0.5678
1997,3,4,-0.5482
1997,3,5,1.3958
1997,3,6,-0.4277
1997,3,7,0.8027
1997,3,10,1.0783
1997,3,11,-0.2839
1997,3,12,-0.8726
1997,3,13,-1.8278
1997,3,14,0.4572
1997,3,17,0.3202
1997,3,18,-0.7603
1997,3,19,-0.4926
1997,3,20,-0.3971
1997,3,21,0.1853
1997,3,24,0.866
1997,3,25,-0.2301
1997,3,26,0.1812
1997,3,27,-2.1025
1997,3,31,-2.1657
1997,4,1,0.3328
1997,4,2,-1.2545
1997,4,3,0.028
1997,4,4,1.0102
1997,4,7,0.5581
1997,4,8,0.5235
1997,4,9,-0.7205
1997,4,10,-0.2971
1997,4,11,-2.7283
1997,4,14,0.8242
1997,4,15,1.4777
1997,4,16,1.1673
1997,4,17,-0.2305
1997,4,18,0.5999
1997,4,21,-0.779
1997,4,22,1.8728
1997,4,23,-0.1252
1997,4,24,-0.318
1997,4,25,-0.7534
1997,4,28,0.9917
1997,4,29,2.7285
1997,4,30,0.9181
1997,5,1,-0.3507
1997,5,2,1.8083
1997,5,5,2.1243
1997,5,6,-0.2987
1997,5,7,-1.4666
1997,5,8,0.5689
1997,5,9,0.551
1997,5,12,1.5616
1997,5,13,-0.5408
1997,5,14,0.3493
1997,5,15,0.6985
1997,5,16,-1.4408
1997,5,19,0.4242
1997,5,20,1.0069
1997,5,21,-0.2745
1997,5,22,-0.4396
1997,5,23,1.3606
1997,5,27,0.3164
1997,5,28,-0.2942
1997,5,29,-0.3694
1997,5,30,0.4976
1997,6,2,-0.2263
1997,6,3,-0.104
1997,6,4,-0.6351
1997,6,5,0.3952
1997,6,6,1.7287
1997,6,9,0.5711
1997,6,10,0.2735
1997,6,11,0.497
1997,6,12,1.5996
1997,6,13,1.1081
1997,6,16,0.0705
1997,6,17,0.0593
1997,6,18,-0.6004
1997,6,19,1.0044
1997,6,20,0.0791
1997,6,23,-2.2343
1997,6,24,2.0168
1997,6,25,-0.82
1997,6,26,-0.5973
1997,6,27,0.4097
1997,6,30,-0.2434
1997,7,1,0.6654
1997,7,2,1.459
1997,7,3,1.4258
1997,7,7,-0.5148
1997,7,8,0.718
1997,7,9,-1.2201
1997,7,10,0.6876
1997,7,11,0.3174
1997,7,14,0.1855
1997,7,15,0.8036
1997,7,16,1.1699
1997,7,17,-0.5317
1997,7,18,-1.7507
1997,7,21,-0.2578
1997,7,22,2.3046
1997,7,23,0.2762
1997,7,24,0.3972
1997,7,25,-0.1585
1997,7,28,-0.2493
1997,7,29,0.6236
1997,7,30,1.0612
1997,7,31,0.21
1997,8,1,-0.7492
1997,8,4,0.3336
1997,8,5,0.2178
1997,8,6,0.8348
1997,8,7,-0.9507
1997,8,8,-1.8556
1997,8,11,0.3706
1997,8,12,-1.1174
1997,8,13,-0.4868
1997,8,14,0.2983
1997,8,15,-2.5909
1997,8,18,1.2966
1997,8,19,1.4817
1997,8,20,1.4406
1997,8,21,-1.5223
1997,8,22,-0.1632
1997,8,25,-0.366
1997,8,26,-0.776
1997,8,27,0.0745
1997,8,28,-1.0977
1997,8,29,-0.4648
1997,9,2,3.1252
1997,9,3,0.0291
1997,9,4,0.3255
1997,9,5,-0.1955
1997,9,8,0.2314
1997,9,9,0.2599
1997,9,10,-1.5627
1997,9,11,-0.7007
1997,9,12,1.2404
1997,9,15,-0.4481
1997,9,16,2.8127
1997,9,17,-0.2792
1997,9,18,0.4549
1997,9,19,0.3399
1997,9,22,0.5176
1997,9,23,-0.3663
1997,9,24,-0.7826
1997,9,25,-0.6956
1997,9,26,0.7794
1997,9,29,0.8591
1997,9,30,-0.6357
1997,10,1,0.8582
1997,10,2,0.5286
1997,10,3,0.4758
1997,10,6,0.7938
1997,10,7,1.0723
1997,10,8,-0.9439
1997,10,9,-0.3306
1997,10,10,-0.375
1997,10,13,0.1158
1997,10,14,0.2252
1997,10,15,-0.47
1997,10,16,-1.0842
1997,10,17,-1.161
1997,10,20,1.2127
1997,10,21,1.7444
1997,10,22,-0.3898
1997,10,23,-1.8379
1997,10,24,-0.9519
1997,10,27,-6.8667
1997,10,28,5.1164
1997,10,29,-0.2918
1997,10,30,-1.6841
1997,10,31,1.2106
1997,11,3,2.6645
1997,11,4,0.1885
1997,11,5,0.2126
1997,11,6,-0.5017
1997,11,7,-1.1215
1997,11,10,-0.6879
1997,11,11,0.2877
1997,11,12,-1.929
1997,11,13,1.1811
1997,11,14,1.2753
1997,11,17,1.9228
1997,11,18,-0.8423
1997,11,19,0.6779
1997,11,20,1.5234
1997,11,21,0.4286
1997,11,24,-1.7049
1997,11,25,0.4384
1997,11,26,0.0862
1997,11,28,0.3951
1997,12,1,2.0274
1997,12,2,-0.317
1997,12,3,0.5238
1997,12,4,-0.3757
1997,12,5,1.0986
1997,12,8,-0.1443
1997,12,9,-0.6708
1997,12,10,-0.6139
1997,12,11,-1.5313
1997,12,12,-0.1623
1997,12,15,1.0489
1997,12,16,0.4827
1997,12,17,-0.2583
1997,12,18,-1.0605
1997,12,19,-0.8919
1997,12,22,0.7309
1997,12,23,-1.5288
1997,12,24,-0.6836
1997,12,26,0.4031
1997,12,29,1.8047
1997,12,30,1.8335
1997,12,31,-0.0422
1998,1,2,0.475
1998,1,5,0.2082
1998,1,6,-1.0736
1998,1,7,-0.2669
1998,1,8,-0.8257
1998,1,9,-2.9654
1998,1,12,1.2418
1998,1,13,1.3746
1998,1,14,0.6113
1998,1,15,-0.7527
1998,1,16,1.1339
1998,1,20,1.7774
1998,1,21,-0.796
1998,1,22,-0.8004
1998,1,23,-0.567
1998,1,26,-0.0658
1998,1,27,1.2613
1998,1,28,0.871
1998,1,29,0.8215
1998,1,30,-0.5287
1998,2,2,2.1412
1998,2,3,0.4714
1998,2,4,0.0905
1998,2,5,-0.3337
1998,2,6,0.8889
1998,2,9,-0.1699
1998,2,10,0.8182
1998,2,11,0.0981
1998,2,12,0.4049
1998,2,13,-0.3955
1998,2,17,0.2617
1998,2,18,0.9113
1998,2,19,-0.3682
1998,2,20,0.5767
1998,2,23,0.38
1998,2,24,-0.7302
1998,2,25,1.1974
1998,2,26,0.5533
1998,2,27,0.0639
1998,3,2,-0.1563
1998,3,3,0.4123
1998,3,4,-0.4458
1998,3,5,-1.1735
1998,3,6,1.9951
1998,3,9,-0.3202
1998,3,10,1.1346
1998,3,11,0.3965
1998,3,12,0.1357
1998,3,13,-0.1224
1998,3,16,0.9976
1998,3,17,0.1093
1998,3,18,0.4692
1998,3,19,0.3888
1998,3,20,0.8644
1998,3,23,-0.3284
1998,3,24,0.9219
1998,3,25,-0.3374
1998,3,26,-0.1016
1998,3,27,-0.4869
1998,3,30,-0.1725
1998,3,31,0.7499
1998,4,1,0.5809
1998,4,2,1.0703
1998,4,3,0.2402
1998,4,6,-0.1167
1998,4,7,-1.0558
1998,4,8,-0.712
1998,4,9,0.8188
1998,4,13,-0.0882
1998,4,14,0.5461
1998,4,15,0.32
1998,4,16,-0.9961
1998,4,17,1.313
1998,4,20,0.0828
1998,4,21,0.2688
1998,4,22,0.3435
1998,4,23,-0.9694
1998,4,24,-1.0432
1998,4,27,-1.928
1998,4,28,-0.1316
1998,4,29,0.8764
1998,4,30,1.5649
1998,5,1,0.832
1998,5,4,0.0955
1998,5,5,-0.5855
1998,5,6,-0.9485
1998,5,7,-0.8851
1998,5,8,1.1871
1998,5,11,-0.1354
1998,5,12,0.8268
1998,5,13,0.2751
1998,5,14,-0.1332
1998,5,15,-0.7732
1998,5,18,-0.2625
1998,5,19,0.3346
1998,5,20,0.8598
1998,5,21,-0.395
1998,5,22,-0.3741
1998,5,26,-1.4814
1998,5,27,-0.1636
1998,5,28,0.4907
1998,5,29,-0.6168
1998,6,1,0.0147
1998,6,2,0.2053
1998,6,3,-0.9596
1998,6,4,1.1175
1998,6,5,1.7382
1998,6,8,0.167
1998,6,9,0.2411
1998,6,10,-0.5481
1998,6,11,-1.5913
1998,6,12,0.3892
1998,6,15,-1.9866
1998,6,16,0.9823
1998,6,17,1.7939
1998,6,18,-0.0659
1998,6,19,-0.517
1998,6,22,0.2326
1998,6,23,1.4757
1998,6,24,1.1961
1998,6,25,-0.3178
1998,6,26,0.3471
1998,6,29,0.4668
1998,6,30,-0.4084
1998,7,1,1.2982
1998,7,2,-0.1863
1998,7,6,0.9499
1998,7,7,-0.229
1998,7,8,1.0142
1998,7,9,-0.6696
1998,7,10,0.498
1998,7,13,0.0739
1998,7,14,1.0633
1998,7,15,-0.2352
1998,7,16,0.7814
1998,7,17,0.2331
1998,7,20,-0.2233
1998,7,21,-1.6071
1998,7,22,-0.085
1998,7,23,-2.0901
1998,7,24,0.0921
1998,7,27,0.5671
1998,7,28,-1.4844
1998,7,29,-0.445
1998,7,30,1.5766
1998,7,31,-1.9493
1998,8,3,-0.7344
1998,8,4,-3.6245
1998,8,5,0.8684
1998,8,6,0.7583
1998,8,7,-0.0165
1998,8,10,-0.5792
1998,8,11,-1.3073
1998,8,12,1.4257
1998,8,13,-0.8587
1998,8,14,-1.1313
1998,8,17,1.9685
1998,8,18,1.6177
1998,8,19,-0.2851
1998,8,20,-0.5883
1998,8,21,-0.9546
1998,8,24,0.6437
1998,8,25,0.4338
1998,8,26,-0.7933
1998,8,27,-3.837
1998,8,28,-1.4819
1998,8,31,-6.8014
1998,9,1,3.8609
1998,9,2,-0.3782
1998,9,3,-0.8299
1998,9,4,-0.8521
1998,9,8,5.0899
1998,9,9,-1.6864
1998,9,10,-2.585
1998,9,11,2.9453
1998,9,14,2.0475
1998,9,15,0.773
1998,9,16,0.7517
1998,9,17,-2.5452
1998,9,18,0.1197
1998,9,21,0.3725
1998,9,22,0.5606
1998,9,23,3.5411
1998,9,24,-2.1921
1998,9,25,0.1947
1998,9,28,0.3771
1998,9,29,0.0315
1998,9,30,-3.0514
1998,10,1,-3.0108
1998,10,2,1.6434
1998,10,5,-1.4004
1998,10,6,-0.4016
1998,10,7,-1.4128
1998,10,8,-1.158
1998,10,9,2.6005
1998,10,12,1.3531
1998,10,13,-0.2917
1998,10,14,1.0786
1998,10,15,4.1739
1998,10,16,0.8516
1998,10,19,0.5651
1998,10,20,0.145
1998,10,21,0.563
1998,10,22,0.8001
1998,10,23,-0.7242
1998,10,26,0.1541
1998,10,27,-0.6509
1998,10,28,0.2581
1998,10,29,1.6703
1998,10,30,1.1732
1998,11,2,1.1769
1998,11,3,-0.0684
1998,11,4,0.7049
1998,11,5,1.357
1998,11,6,0.6315
1998,11,9,-0.9474
1998,11,10,-0.1717
1998,11,11,-0.6461
1998,11,12,-0.2926
1998,11,13,0.7184
1998,11,16,0.9008
1998,11,17,0.3046
1998,11,18,0.4529
1998,11,19,0.7104
1998,11,20,0.9492
1998,11,23,2.1194
1998,11,24,-0.4393
1998,11,25,0.328
1998,11,27,0.4567
1998,11,30,-2.4038
1998,12,1,1.0012
1998,12,2,-0.3429
1998,12,3,-1.8023
1998,12,4,2.3128
1998,12,7,0.9314
1998,12,8,-0.5321
1998,12,9,0.1786
1998,12,10,-1.5606
1998,12,11,0.1236
1998,12,14,-2.1655
1998,12,15,1.8954
1998,12,16,-0.0765
1998,12,17,1.5526
1998,12,18,0.6822
1998,12,21,1.2466
1998,12,22,0.0607
1998,12,23,2.0747
1998,12,24,-0.1848
1998,12,28,-0.0636
1998,12,29,1.3317
1998,12,30,-0.7956
1998,12,31,-0.2192
1999,1,4,-0.0919
1999,1,5,1.3582
1999,1,6,2.214
1999,1,7,-0.2051
1999,1,8,0.4221
1999,1,11,-0.8792
1999,1,12,-1.9282
1999,1,13,-0.4123
1999,1,14,-1.7993
1999,1,15,2.5631
1999,1,19,0.703
1999,1,20,0.369
1999,1,21,-1.7078
1999,1,22,-0.8072
1999,1,25,0.7174
1999,1,26,1.4854
1999,1,27,-0.7299
1999,1,28,1.7858
1999,1,29,1.1277
1999,2,1,-0.5189
1999,2,2,-0.8649
1999,2,3,0.7987
1999,2,4,-1.8537
1999,2,5,-0.7281
1999,2,8,0.3526
1999,2,9,-2.2215
1999,2,10,0.6093
1999,2,11,2.4919
1999,2,12,-1.9066
1999,2,16,0.9544
1999,2,17,-1.4365
1999,2,18,1.0825
1999,2,19,0.1568
1999,2,22,2.6565
1999,2,23,-0.0755
1999,2,24,-1.3979
1999,2,25,-0.6694
1999,2,26,-0.5373
